anio;region_sanitaria ;municipio_id;municipio_nombre ;CIE10_codigo;CIE10_descripcion;clasificacion;cantidad
2010;VII;06364;General Rodríguez;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;V;06371;General San Martín;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;II;06392;General Villegas;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2010;VII;06410;Ituzaingó;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2010;V;06412;José C. Paz;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2010;V;06412;José C. Paz;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;V;06412;José C. Paz;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2010;V;06412;José C. Paz;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2010;III;06413;Junín;O73;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;XII;06427;La Matanza;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;3
2010;XII;06427;La Matanza;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2010;XII;06427;La Matanza;O86;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2010;XII;06427;La Matanza;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2010;XII;06427;La Matanza;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;2
2010;XII;06427;La Matanza;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;3
2010;XII;06427;La Matanza;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2010;XII;06427;La Matanza;B24;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (V.I.H.) (B20 - B24);INDIRECTA;1
2010;XII;06427;La Matanza;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;5
2010;XI;06441;La Plata;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2010;VI;06434;Lanús;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2010;VI;06434;Lanús;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;III;06469;Lincoln;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2010;VI;06490;Lomas de Zamora;O62;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;VI;06490;Lomas de Zamora;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2010;VI;06490;Lomas de Zamora;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2010;VI;06490;Lomas de Zamora;O00;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;VI;06490;Lomas de Zamora;O06;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;VI;06490;Lomas de Zamora;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2010;VII;06497;Luján;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2010;VII;06497;Luján;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;VII;06497;Luján;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2010;V;06515;Malvinas Argentinas;O88;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2010;V;06515;Malvinas Argentinas;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;VII;06525;Marcos Paz;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;2
2010;VII;06539;Merlo;O62;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;VII;06539;Merlo;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2010;VII;06539;Merlo;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;VII;06539;Merlo;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2010;VII;06539;Merlo;O98;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2010;VII;06539;Merlo;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;2
2010;VII;06560;Moreno;O62;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;VII;06560;Moreno;O71;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;VII;06560;Moreno;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;2
2010;VII;06560;Moreno;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2010;VII;06560;Moreno;O16;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2010;VII;06560;Moreno;O00;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;VII;06560;Moreno;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;4
2010;VII;06560;Moreno;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;4
2010;VII;06568;Morón;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;VIII;06581;Necochea;O62;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;IV;06623;Pergamino;O44;ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO (O30-O48);DIRECTA;1
2010;V;06638;Pilar;O71;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;V;06638;Pilar;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;V;06638;Pilar;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2010;V;06638;Pilar;O06;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;VI;06658;Quilmes;O13;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2010;VI;06658;Quilmes;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2010;IV;06665;Ramallo;O45;ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO (O30-O48);DIRECTA;1
2010;X;06707;Saladillo;O00;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;V;06756;San Isidro;O06;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;V;06760;San Miguel;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;2
2010;IV;06763;San Nicolás;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2010;IV;06770;San Pedro;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;XI;06778;San Vicente;O86;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2010;XI;06778;San Vicente;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;V;06805;Tigre;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;V;06805;Tigre;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2010;V;06805;Tigre;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;I;06833;Tres Arroyos;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2010;VII;06840;Tres de Febrero;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2010;VII;06840;Tres de Febrero;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2010;VII;06840;Tres de Febrero;O26;OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO (O20 - O29);DIRECTA;1
